Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,ScreenType,PPI,SSD_GB,Cpu_Brand,Cpu_Family,Cpu_Clockspeed,target
Lenovo,Gaming,17.3,16,Nvidia GeForce GTX 980M,Windows,4.6,IPS Panel,127.34,128,Intel,Core i7,2.6,2289.99
Lenovo,Notebook,15.6,6,AMD Radeon 530,Windows,2.2,Standard,141.21,256,AMD,A12-Series,3.6,549.0
HP,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.31,Standard,141.21,256,Intel,Core i5,2.3,1165.0
Dell,2 in 1 Convertible,15.6,12,Intel HD Graphics 620,Windows,2.19,IPS Panel,141.21,512,Intel,Core i7,2.7,1299.0
HP,Notebook,15.6,4,AMD Radeon R4 Graphics,Windows,1.86,Standard,100.45,0,AMD,A6-Series,2.5,399.0
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows,1.42,Standard,209.8,1024,Intel,Core i7,2.7,2824.0
HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.26,IPS Panel,165.63,256,Intel,Core i5,1.6,1398.99
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,No OS,1.9,Standard,100.45,128,Intel,Celeron Dual Core,1.1,270.62
Asus,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.5,IPS Panel,141.21,256,Intel,Core i7,2.8,1600.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.65,Standard,141.21,0,Intel,Core i5,2.5,949.0
Toshiba,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.2,IPS Panel,141.21,256,Intel,Core i7,2.5,1399.0
Dell,Notebook,15.6,16,AMD Radeon 530,Linux,2.02,Standard,141.21,256,Intel,Core i7,1.8,1049.0
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,2.9,Standard,127.34,256,Intel,Core i7,2.8,2122.0
Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.17,Standard,141.21,256,Intel,Core i7,1.8,898.9
Asus,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows,1.5,Standard,135.09,0,Intel,Celeron Dual Core,1.1,375.0
Dell,Ultrabook,12.5,4,Intel HD Graphics 520,Windows,1.5,Standard,125.37,128,Intel,Core i3,2.3,1166.97
Acer,Notebook,15.6,4,Intel HD Graphics 620,Linux,2.1,Standard,100.45,0,Intel,Core i3,2.7,367.0
Lenovo,Workstation,15.6,16,Nvidia Quadro M520M,Windows,2.5,IPS Panel,282.42,1024,Intel,Core i7,2.8,3299.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.9,Standard,100.45,0,Intel,Core i3,2.0,339.0
HP,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.31,Standard,100.45,0,Intel,Core i3,2.3,705.15
Asus,Gaming,15.6,24,Nvidia GeForce GTX 1080,Windows,2.24,Standard,141.21,512,Intel,Core i7,2.8,2968.0
Asus,Gaming,17.3,16,AMD Radeon RX 580,Windows,3.25,IPS Panel,127.34,256,AMD,Ryzen,3.0,2199.0
Apple,Ultrabook,13.3,8,Intel Iris Graphics 540,Mac OS,1.37,IPS Panel Retina Display,226.98,256,Intel,Core i5,2.0,1419.0
Dell,Workstation,15.6,8,Nvidia Quadro M1200,Windows,1.78,Standard,141.21,256,Intel,Core i7,2.8,2408.0
Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,1.1,Standard,165.63,256,Intel,Core i5,1.6,1315.0
HP,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,1.16,Standard,165.63,512,Intel,Core i7,2.5,1969.0
HP,Notebook,17.3,6,AMD Radeon R5 520,Windows,2.71,IPS Panel,127.34,0,Intel,Core i5,2.5,699.0
Dell,Notebook,15.6,8,AMD Radeon R5 M430,Windows,2.2,Standard,141.21,256,Intel,Core i7,2.7,745.0
Acer,Notebook,15.6,4,Nvidia GeForce GTX 940MX,Windows,2.2,Standard,141.21,0,Intel,Core i7,2.7,639.0
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows,2.3,Standard,141.21,256,Intel,Core i5,2.5,639.0
Other,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.3,IPS Panel,157.35,0,Intel,Celeron Dual Core,1.1,260.0
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.87,Standard,157.35,0,Intel,Core i5,2.5,785.0
Asus,Netbook,11.6,2,Intel HD Graphics 500,Windows,1.1,Standard,135.09,0,Intel,Celeron Dual Core,1.1,245.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 960,Windows,3.31,IPS Panel,141.21,128,Intel,Core i7,2.6,1196.0
HP,Notebook,15.6,8,Intel HD Graphics 520,Windows,1.84,Standard,141.21,256,Intel,Core i5,2.4,2103.34
HP,Notebook,14.0,8,Intel HD Graphics 520,Windows,1.43,Standard,157.35,256,Intel,Core i7,2.5,2229.0
Apple,Ultrabook,12.0,8,Intel HD Graphics 515,Mac OS,0.92,IPS Panel Retina Display,226.42,0,Intel,Core M,1.1,1300.0
Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,IPS Panel,135.09,0,Intel,Celeron Dual Core,1.6,389.0
Dell,Notebook,15.6,4,AMD Radeon R7 M440,Windows,2.3,Standard,100.45,128,Intel,Core i3,2.0,499.0
Lenovo,Notebook,15.6,6,Intel HD Graphics 620,Windows,2.2,Standard,141.21,256,Intel,Core i5,2.5,579.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.95,Standard,100.45,128,Intel,Core i5,2.5,810.0
Acer,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,2.2,Standard,141.21,256,Intel,Core i7,2.7,832.0
Apple,Ultrabook,13.3,8,Intel HD Graphics 6000,Mac OS,1.35,Standard,127.68,0,Intel,Core i5,1.6,1099.0
Other,Ultrabook,12.3,16,Intel HD Graphics 615,Chrome OS,1.1,Standard,234.51,512,Intel,Core i7,1.3,2199.0
Lenovo,Notebook,13.3,16,Intel HD Graphics 620,Windows,1.4,IPS Panel,165.63,512,Intel,Core i7,2.7,1499.0
HP,Notebook,15.6,8,AMD FirePro W4190M,Windows,1.9,Standard,141.21,0,Intel,Core i7,2.7,1269.0
Dell,Notebook,17.3,8,AMD Radeon 530,Windows,2.8,IPS Panel,127.34,128,Intel,Core i5,1.6,979.0
HP,Workstation,17.3,16,Nvidia Quadro M2000M,Windows,3.0,IPS Panel,127.34,256,Intel,Xeon,2.9,4389.0
Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows,1.4,IPS Panel,209.8,256,Intel,Core i7,2.6,1858.0
Dell,Notebook,15.6,4,Intel HD Graphics,Linux,2.2,Standard,100.45,0,Intel,Pentium Quad Core,1.6,393.49
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows,1.9,IPS Panel,157.35,256,Intel,Core i5,2.3,1072.0
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows,2.2,Standard,100.45,0,Intel,Core i3,2.0,545.67
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,2.06,Standard,282.42,1024,Intel,Core i7,2.8,2399.0
Toshiba,Ultrabook,13.3,16,Intel HD Graphics 620,Windows,1.05,Standard,165.63,512,Intel,Core i7,2.7,2226.0
Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.29,Standard,165.63,256,Intel,Core i7,2.7,1458.0
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,2.7,Standard,127.34,256,Intel,Core i7,2.8,1492.8
HP,Workstation,15.6,8,Nvidia Quadro M2200,Windows,3.14,Standard,141.21,256,Intel,Core i7,2.8,2064.9
Asus,Notebook,15.6,4,AMD Radeon R5 M420,Windows,2.03,Standard,100.45,0,AMD,A9-Series,3.0,403.0
Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 615,Windows,1.24,Standard,165.63,256,Intel,Core i5,1.2,1899.0
Toshiba,Ultrabook,14.0,4,Intel HD Graphics 620,Windows,1.25,Standard,111.94,128,Intel,Core i5,2.5,1090.0
HP,Ultrabook,13.3,16,Intel HD Graphics 620,Windows,1.3,IPS Panel,331.26,512,Intel,Core i7,2.7,2049.0
Other,Ultrabook,13.3,8,Nvidia GeForce GTX 940MX,Windows,1.28,IPS Panel,165.63,256,Intel,Core i5,2.3,935.0
HP,Notebook,15.6,8,Nvidia GeForce GTX 930MX,Windows,2.04,Standard,141.21,256,Intel,Core i7,2.7,1018.99
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows,1.9,Standard,100.45,128,Intel,Core i5,2.5,498.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,2.62,Standard,282.42,128,Intel,Core i7,2.8,1498.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,IPS Panel,141.21,256,Intel,Core i7,2.8,1149.0
Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.06,Standard,100.45,0,Intel,Core i3,2.3,481.98
HP,Ultrabook,13.3,8,Nvidia GeForce MX150,Windows,1.38,IPS Panel,165.63,256,Intel,Core i7,2.7,1119.0
HP,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,3.78,IPS Panel,127.34,256,Intel,Core i7,2.8,1498.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,IPS Panel,141.21,128,Intel,Core i5,2.5,989.0
HP,Notebook,13.3,8,Intel UHD Graphics 620,Windows,1.49,Standard,165.63,512,Intel,Core i7,1.8,1103.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.62,Standard,141.21,0,Intel,Core i7,2.8,899.0
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.5,Standard,141.21,256,Intel,Core i7,2.8,879.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.21,IPS Panel,331.26,256,Intel,Core i7,1.8,1949.0
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.91,Standard,100.45,256,Intel,Core i5,2.5,579.0
Asus,Ultrabook,14.0,16,Nvidia GeForce MX150,Windows,1.3,Standard,157.35,512,Intel,Core i7,1.8,1495.0
HP,Notebook,13.3,4,Intel HD Graphics 620,Windows,1.49,Standard,117.83,0,Intel,Core i3,2.4,800.0
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.04,Standard,141.21,256,Intel,Core i7,2.7,1070.0
HP,Workstation,15.6,8,Intel HD Graphics 620,Windows,2.31,IPS Panel,141.21,512,Intel,Core i7,2.9,1534.0
Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows,1.37,IPS Panel,158.48,512,Intel,Core i7,1.8,1849.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Linux,2.62,Standard,141.21,0,Intel,Core i7,2.8,929.0
Dell,Ultrabook,13.3,8,Intel Iris Plus Graphics 640,Windows,1.23,Standard,165.63,256,Intel,Core i7,2.4,1379.0
HP,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows,1.28,Standard,165.63,256,Intel,Core i5,2.5,1700.0
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,2.2,Standard,141.21,0,Intel,Core i7,2.6,1169.0
Other,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.2,Standard,100.45,256,Intel,Core i5,2.5,799.0
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.4,IPS Panel,141.21,256,Intel,Core i7,2.8,1129.0
Dell,Notebook,15.6,8,AMD Radeon R7 M445,Windows,2.36,Standard,141.21,0,Intel,Core i5,2.5,638.8
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.1,IPS Panel,141.21,0,Intel,Core i5,1.6,722.0
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050,Windows,2.56,Standard,141.21,512,Intel,Core i7,2.8,1249.26
Other,Ultrabook,12.3,8,Intel HD Graphics 615,Chrome OS,1.1,Standard,234.51,128,Intel,Core i5,1.2,1275.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050M,Windows,2.5,IPS Panel,141.21,128,Intel,Core i7,2.8,1109.0
Acer,Notebook,15.6,4,Intel HD Graphics 400,Linux,2.4,Standard,100.45,0,Intel,Celeron Dual Core,1.6,289.0
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX,No OS,2.2,Standard,100.45,0,Intel,Core i7,2.5,629.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.2,Standard,141.21,128,Intel,Core i3,2.0,499.0
Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.18,Standard,100.45,0,Intel,Core i5,2.5,708.06
Lenovo,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,1.36,IPS Panel,176.23,512,Intel,Core i7,2.7,1798.0
Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 520,Windows,1.27,IPS Panel,209.8,256,Intel,Core i7,2.5,2339.0
HP,Ultrabook,12.5,8,Intel HD Graphics 515,Windows,0.97,IPS Panel,352.47,512,Intel,Core M,1.2,2014.0
Lenovo,Notebook,15.6,8,AMD Radeon RX 550,Windows,2.1,IPS Panel,141.21,256,Intel,Core i5,1.6,1144.5
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,1.7,IPS Panel,157.35,256,Intel,Core i7,2.6,1488.99
Lenovo,Notebook,15.6,4,AMD Radeon R5 M430,No OS,1.9,Standard,100.45,0,Intel,Core i3,2.0,368.0
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,4.42,IPS Panel,254.67,512,Intel,Core i7,2.8,3147.37
Lenovo,Notebook,14.0,8,AMD Radeon R7 M460,No OS,1.5,IPS Panel,157.35,512,Intel,Core i7,2.7,799.0
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,2.06,Standard,282.42,512,Intel,Core i7,2.8,2397.0
Lenovo,2 in 1 Convertible,15.6,8,Intel HD Graphics 630,Windows,2.0,IPS Panel,141.21,256,Intel,Core i7,2.8,1299.0
Toshiba,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.1,Standard,100.45,0,Intel,Core i5,2.3,602.0
HP,Notebook,15.6,8,Intel HD Graphics 520,Windows,1.84,Standard,141.21,256,Intel,Core i5,2.4,1900.0
Toshiba,Notebook,13.3,4,Intel HD Graphics 520,Windows,1.2,Standard,165.63,128,Intel,Core i5,2.3,1195.0
HP,Notebook,13.3,8,Intel UHD Graphics 620,Windows,1.49,Standard,165.63,512,Intel,Core i5,1.6,959.0
Lenovo,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,2.2,IPS Panel,141.21,0,Intel,Core i7,2.5,669.0
Lenovo,Notebook,17.3,8,Nvidia GeForce MX150,No OS,2.8,Standard,127.34,0,Intel,Core i7,1.8,849.0
Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,2.0,Standard,141.21,256,Intel,Core i7,2.8,1829.0
Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows,1.4,Standard,157.35,512,Intel,Core i7,2.6,2299.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Windows,2.2,Standard,100.45,0,Intel,Celeron Dual Core,1.1,306.0
Lenovo,Notebook,15.6,8,Nvidia GeForce GTX 940MX,No OS,2.2,Standard,141.21,256,Intel,Core i5,2.5,629.0
Acer,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,2.23,Standard,141.21,0,Intel,Core i7,2.7,742.0
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,3.21,Standard,141.21,256,Intel,Core i7,2.8,2774.63
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.04,Standard,100.45,0,Intel,Core i5,2.5,559.0
Asus,Notebook,15.6,16,Nvidia GeForce GTX 1060,Windows,2.2,Standard,141.21,128,Intel,Core i7,2.8,1749.0
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,2.43,Standard,127.34,256,Intel,Core i7,2.8,2048.9
Asus,Ultrabook,13.3,16,Intel HD Graphics 620,Windows,1.1,Standard,165.63,512,Intel,Core i7,2.7,1748.9
Asus,Notebook,15.6,8,Nvidia GeForce GTX 930MX,Windows,2.3,IPS Panel,141.21,256,Intel,Core i7,2.7,787.0
Dell,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,Windows,1.62,Standard,165.63,512,Intel,Core i7,1.8,1279.0
HP,Notebook,17.0,8,AMD Radeon R5,Windows,2.6,Standard,107.99,0,AMD,A9-Series,3.0,520.9
Apple,Ultrabook,13.3,8,Intel HD Graphics 6000,Mac OS,1.34,Standard,127.68,0,Intel,Core i5,1.8,898.94
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,1.37,IPS Panel,165.63,256,Intel,Core i5,2.5,1399.0
Toshiba,Ultrabook,13.3,16,Intel HD Graphics 520,Windows,1.36,Standard,165.63,512,Intel,Core i7,2.5,1877.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 960M,Windows,2.6,IPS Panel,141.21,128,Intel,Core i7,2.6,1272.0
Dell,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.36,Standard,157.35,256,Intel,Core i7,2.8,1775.0
Dell,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,2.18,Standard,141.21,256,Intel,Core i7,2.7,1009.9
Dell,Notebook,15.6,4,AMD Radeon 530,Windows,2.2,Standard,141.21,256,Intel,Core i5,1.6,749.0
HP,Notebook,15.6,6,AMD Radeon R5 M430,Windows,2.04,Standard,141.21,0,Intel,Core i3,2.0,539.0
HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.1,Standard,100.45,0,Intel,Core i5,2.3,476.99
Lenovo,Notebook,13.3,4,Intel HD Graphics 510,Chrome OS,1.45,Standard,117.83,0,Intel,Celeron Dual Core,1.6,459.9
Toshiba,Notebook,13.3,8,Intel HD Graphics 520,Windows,1.2,Standard,165.63,256,Intel,Core i5,2.3,1213.0
HP,Notebook,17.3,6,AMD Radeon 530,Windows,2.71,IPS Panel,127.34,0,AMD,A10-Series,2.5,655.01
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,4.42,Standard,127.34,256,Intel,Core i7,2.6,2800.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,No OS,2.2,Standard,141.21,128,Intel,Core i5,2.5,468.0
Lenovo,Notebook,15.6,4,Intel UHD Graphics 620,Windows,1.8,Standard,141.21,256,Intel,Core i5,1.6,829.0
Dell,2 in 1 Convertible,17.3,16,Nvidia GeForce GTX 940MX,Windows,2.77,Standard,127.34,512,Intel,Core i7,2.7,1799.0
Asus,Notebook,14.0,4,Intel HD Graphics 620,Windows,2.0,Standard,157.35,256,Intel,Core i3,2.4,769.0
Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows,1.42,IPS Panel,209.8,256,Intel,Core i5,2.5,2330.0
Lenovo,Notebook,14.0,4,Intel HD Graphics,Windows,1.43,Standard,111.94,0,Intel,Celeron Dual Core,1.6,274.0
HP,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.48,Standard,157.35,256,Intel,Core i5,2.5,1590.0
Other,Notebook,13.3,4,Intel HD Graphics,Windows,1.35,IPS Panel,165.63,0,Intel,Atom,1.44,255.0
Asus,Notebook,15.6,4,Intel HD Graphics 500,Windows,1.86,Standard,100.45,128,Intel,Celeron Dual Core,1.1,419.0
Lenovo,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,4.6,IPS Panel,127.34,256,Intel,Core i7,2.7,2663.0
Asus,Gaming,15.6,16,Nvidia GeForce GTX 960M,Windows,2.59,IPS Panel,141.21,128,Intel,Core i7,2.6,1339.0
Dell,Notebook,17.3,8,AMD Radeon 530,Linux,2.8,IPS Panel,127.34,128,Intel,Core i5,1.6,889.0
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,2.94,Standard,141.21,256,Intel,Core i7,2.6,1819.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.2,Standard,276.05,256,Intel,Core i7,1.8,1399.0
Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.6,Standard,111.94,256,Intel,Core i5,2.5,1126.71
MSI,Gaming,15.6,16,Nvidia GeForce GTX 970M,Windows,1.91,Standard,141.21,128,Intel,Core i7,2.6,2153.37
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.3,Standard,100.45,128,Intel,Core i3,2.0,565.0
Acer,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.5,IPS Panel,165.63,256,Intel,Core i5,1.6,847.0
Dell,2 in 1 Convertible,15.6,4,Intel HD Graphics 520,Windows,2.08,IPS Panel,141.21,0,Intel,Core i3,2.3,795.99
Lenovo,Notebook,17.3,8,Nvidia Quadro M620M,Windows,3.4,IPS Panel,127.34,256,Intel,Core i7,2.8,2999.0
Toshiba,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.25,IPS Panel,157.35,256,Intel,Core i5,2.5,1535.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,2.5,IPS Panel,141.21,0,Intel,Core i5,2.5,1017.0
HP,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,Windows,1.42,Standard,276.05,256,Intel,Core i7,2.7,1399.0
Dell,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.09,Standard,141.21,256,Intel,Core i5,2.4,1062.95
Dell,Notebook,15.6,6,Intel HD Graphics 620,Windows,2.3,Standard,100.45,0,Intel,Core i3,2.4,439.0
Acer,Notebook,15.6,12,Nvidia GeForce MX 130,Windows,2.2,IPS Panel,100.45,0,Intel,Core i5,1.6,693.99
Apple,Ultrabook,12.0,8,Intel HD Graphics 5300,Mac OS,0.92,IPS Panel Retina Display,226.42,0,Intel,Core M,1.2,1165.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.38,Standard,100.45,0,Intel,Core i5,2.5,1055.0
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.9,IPS Panel,157.35,256,Intel,Core i5,2.5,938.0
Asus,Notebook,17.3,4,Nvidia GeForce 920MX,Windows,2.8,Standard,90.58,0,Intel,Pentium Quad Core,1.1,470.34
HP,Notebook,14.0,2,Intel HD Graphics 400,Windows,1.44,Standard,111.94,0,Intel,Celeron Dual Core,1.6,249.0
Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.29,Standard,276.05,256,Intel,Core i5,2.5,1624.0
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,1.14,IPS Panel,157.35,512,Intel,Core i7,2.7,2450.0
Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.18,Standard,100.45,0,Intel,Core i3,2.0,443.9
Toshiba,Notebook,13.3,8,Intel HD Graphics 520,Windows,1.2,Standard,165.63,256,Intel,Core i5,2.4,1535.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,No OS,1.9,Standard,100.45,0,Intel,Core i5,2.5,489.9
HP,Notebook,17.3,4,AMD Radeon R5 520,Windows,2.5,IPS Panel,127.34,256,Intel,Core i3,2.0,699.0
Asus,Notebook,15.6,6,Nvidia GeForce 920M,Windows,2.0,Standard,141.21,256,Intel,Core i3,2.4,577.0
Dell,Netbook,11.6,4,Intel HD Graphics 505,Windows,1.63,Standard,135.09,128,Intel,Pentium Quad Core,1.1,744.0
Toshiba,Ultrabook,13.3,16,Intel HD Graphics 520,Windows,1.2,Standard,165.63,512,Intel,Core i7,2.5,1747.0
Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows,1.4,IPS Panel,158.48,256,Intel,Core i5,1.6,1599.0
HP,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.31,Standard,100.45,0,Intel,Core i5,2.3,1199.0
HP,Notebook,15.6,4,Intel HD Graphics 620,No OS,1.96,Standard,100.45,0,Intel,Core i5,2.5,499.0
HP,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.95,Standard,111.94,0,Intel,Core i5,2.3,1149.0
Asus,Notebook,15.6,8,Intel HD Graphics 505,Windows,2.0,Standard,141.21,128,Intel,Pentium Dual Core,1.1,581.9
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,2.65,IPS Panel,282.42,512,Intel,Core i7,2.8,1845.0
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.05,Standard,100.45,0,Intel,Core i7,2.7,598.0
HP,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,1.91,IPS Panel,141.21,0,Intel,Core i7,2.7,979.0
Asus,Notebook,15.6,4,Intel HD Graphics 620,Linux,2.0,Standard,141.21,0,Intel,Core i3,2.0,389.0
Lenovo,Notebook,17.3,16,Nvidia Quadro 3000M,Windows,2.4,IPS Panel,254.67,512,Intel,Core i7,2.7,2968.0
Asus,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.37,Standard,100.45,0,Intel,Core i3,2.4,398.99
Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.5,Standard,111.94,0,Intel,Celeron Dual Core,1.1,286.0
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.5,IPS Panel,141.21,256,Intel,Core i7,2.8,1179.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.14,Standard,100.45,0,Intel,Core i5,2.5,539.95
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,3.0,Standard,127.34,256,Intel,Core i7,2.8,1591.0
Dell,2 in 1 Convertible,11.6,4,Intel HD Graphics 615,Windows,1.39,Standard,135.09,128,Intel,Core M,1.0,603.0
HP,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.62,IPS Panel,141.21,0,Intel,Core i7,2.8,899.0
HP,Workstation,15.6,8,AMD FirePro W4190M,Windows,1.9,Standard,141.21,256,Intel,Core i7,2.5,1495.0
Other,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows,1.95,Standard,157.35,256,Intel,Core i7,2.8,2599.0
Lenovo,Notebook,15.6,8,AMD Radeon R5 M330,No OS,2.32,Standard,141.21,0,Intel,Core i5,2.3,599.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,3.2,IPS Panel,141.21,256,Intel,Core i7,2.8,1399.0
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.86,Standard,141.21,256,Intel,Core i5,2.5,690.0
Apple,Ultrabook,12.0,8,Intel HD Graphics 615,Mac OS,0.92,IPS Panel Retina Display,226.42,256,Intel,Core M,1.2,1262.4
Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 520,Windows,1.36,IPS Panel,209.8,256,Intel,Core i5,2.3,1637.0
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,1.8,Standard,141.21,256,Intel,Core i7,2.6,1929.0
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,1.99,Standard,141.21,128,Intel,Core i7,2.8,1350.0
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,Standard,141.21,0,Intel,Core i7,2.8,846.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,2.4,IPS Panel,141.21,256,Intel,Core i5,2.5,779.0
Asus,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.2,IPS Panel,276.05,256,Intel,Core i5,2.5,1129.0
Lenovo,Notebook,17.3,8,Nvidia GeForce GTX 940MX,No OS,2.8,Standard,106.11,0,Intel,Core i5,2.5,589.0
Other,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.22,Standard,157.35,0,Intel,Celeron Dual Core,1.1,202.9
